Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
61	NCT01824225	Study of PRN and Every 2months Intravitreal Aflibercept for Age Related Macular Degeneration	Completed	No Results Available	Age-related Macular Degeneration	Drug: Aflibercept	Nihon University	Both	Adult|Senior	Phase 4	100	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	NihonU-2	March 31, 2013	March 2013	March 2015	October 5, 2015	October 2015	No Study Results Posted	null	March 2014	Visual acuity after treatment by PRN or 2 months intravitreal Aflibercept	https://ClinicalTrials.gov/show/NCT01824225
62	NCT02540148	Transpalpebral Micro Current Electrical Stimulation for the Treatment of Dry Age-Related Macular Degeneration	Not yet recruiting	No Results Available	Age-related Macular Degeneration	Device: Nova Oculus™ Micro-current electrical stimulation|Device: Nova Oculus™ Micro-current electrical stimulation - Sham treatment	The Eye Machine Canada Inc.	Both	Adult|Senior		30	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	NO001C	September 1, 2015	null	null	September 2, 2015	September 2015	No Study Results Posted	null	September 2016	The primary outcome will be the mean change in visual acuity at the six week visit of the study group versus the control group.	https://ClinicalTrials.gov/show/NCT02540148
63	NCT02422160	Vision Outcomes Using Quantitative Optical Coherence Tomography Evaluation in Age Related Macular Degeneration	Recruiting	No Results Available	Age-Related Macular Degeneration	Other: No interventions are planned	Stanford University	Both	Adult|Senior		100	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	33624	April 16, 2015	April 2015	null	April 20, 2015	April 2015	No Study Results Posted	null	December 2017	Visual Acuity	https://ClinicalTrials.gov/show/NCT02422160
64	NCT02302989	Prophylactic Ranibizumab for Exudative Age-Related Macular Degeneration	Not yet recruiting	No Results Available	Age-related Macular Degeneration	Drug: Ranibizumab 0.5mg	Leonard Feiner, MD, PhD|NJ Retina (Retina Associates of New Jersey)	Both	Adult|Senior	Phase 1|Phase 2	88	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Double Blind (Subject, Outcomes Assessor)	ML29346	November 25, 2014	November 2014	November 2017	November 26, 2014	November 2014	No Study Results Posted	PROTECT	November 2017	Conversion to neovascular AMD. (CNV leakage on FA and evidence of any fluid on SD-OCT)	https://ClinicalTrials.gov/show/NCT02302989
65	NCT02016508	Safety Study of Use of Autologous Bone Marrow Derived Stem Cell in Treatment of Age Related Macular Degeneration	Recruiting	No Results Available	Age Related Macular Degeneration	Drug: autologous bone marrow derived stem cells	Al-Azhar University|Hassan , Hosny , M.D. M.Sc|Samour , Hany  M.D. M.Sc|Ismail , Mahmoud  M.D. M.Sc|Higazy , Hasan  M.D. M.Sc|Abou el kheir, Wael, M.D. M.Sc.|Gabr, Hala , M.D. M.Sc.|Bakry, Sayed , phD. M.Sc.	Both	Adult|Senior	Phase 1|Phase 2	1	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	NCT 4619792013|4619792013	May 18, 2013	March 2013	June 2015	December 20, 2013	December 2013	No Study Results Posted	null	April 2015	number of subjects with adverse events|Assessment of visual function changes from the base line	https://ClinicalTrials.gov/show/NCT02016508
66	NCT02130531	Pharmacokinetic and Pharmacodynamic Study of Emixustat in Subjects With Geographic Atrophy Associated With Dry Age-Related Macular Degeneration	Active, not recruiting	No Results Available	Geographic Atrophy|Age-Related Macular Degeneration	Drug: Emixustat HCl Tablet|Other: Placebo Tablet	Acucela Inc.	Both	Adult|Senior	Phase 1	26	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Pharmacokinetics/Dynamics Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator)	4429-101	May 1, 2014	April 2014	December 2015	July 16, 2015	July 2015	No Study Results Posted	null	September 2015	Area Under the Concentration-Time Curve from time zero to 24 hours [(AUC(0-24h)]|Degree of suppression of the ERG b-wave response post-photobleaching.	https://ClinicalTrials.gov/show/NCT02130531
67	NCT02286089	Safety and Efficacy Study of OpRegen for Treatment of Advanced Dry-Form Age-Related Macular Degeneration	Recruiting	No Results Available	Age-related Macular Degeneration	Biological: OpRegen	Cell Cure Neurosciences Ltd.	Both	Adult|Senior	Phase 1|Phase 2	15	Industry	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CCN_CT02	November 2, 2014	April 2015	August 2017	April 13, 2015	April 2015	No Study Results Posted	null	August 2016	Safety and tolerability of OpRegen|Duration of graft survival|Efficacy of the graft	https://ClinicalTrials.gov/show/NCT02286089
68	NCT02296567	Comparison of Pharmacokinetics of and Effect on Systemic VEGF Levels in Age Related Macular Degeneration Patients	Recruiting	No Results Available	Age Related Macular Degeneration	Drug: Ranibizumab|Drug: Bevacizumab|Drug: Aflibercept|Drug: Ranibizumab|Drug: Bevacizumab|Drug: Aflibercept|Drug: Ranibizumab|Drug: Bevacizumab|Drug: Aflibercept|Other: Control Group	East Florida Eye Institute|Genentech, Inc.	Both	Adult|Senior	Phase 2|Phase 3	80	Other|Industry	Interventional	Allocation: Non-Randomized|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Parallel Assignment|Primary Purpose: Basic Science|Masking: Open Label	ML29189	November 5, 2014	December 2014	July 2016	August 7, 2015	August 2015	No Study Results Posted	null	July 2016	Change in serum and plasma levels of free Vascular Endothelial Growth Factor|Change in Serum drug levels in nanomoles (nM) units following treatment|Amount of fluid (cubic mm) as measured by Ocular Coherence Tomography in the contralateral eye will be correlated with systemic Vascular Endothelial Growth Factor levels	https://ClinicalTrials.gov/show/NCT02296567
69	NCT02358889	Study Evaluating Intravitreal hI-con1™ in Patients With Choroidal Neovascularization Secondary to Age-related Macular Degeneration	Recruiting	No Results Available	Choroidal Neovascularization|Age-related Macular Degeneration	Biological: hI-con1|Biological: ranibizumab|Other: Sham injection	Iconic Therapeutics, Inc.	Both	Adult|Senior	Phase 2	90	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	IT-002	February 4, 2015	February 2015	null	October 8, 2015	October 2015	No Study Results Posted	EMERGE	June 2016	Change from baseline in best corrected visual acuity (BCVA) in the study eye at Month 3|Change from baseline in central retinal subfield thickness (CST) in the study eye at Month 3|Change from baseline in BCVA in the study eye at Month 6|Change from baseline in CST in the study eye at Month 6	https://ClinicalTrials.gov/show/NCT02358889
70	NCT02137915	Long-Term Follow-up Safety Study of Human Central Nervous System Stem Cells in Subjects With Geographic Atrophy of Age-Related Macular Degeneration	Enrolling by invitation	No Results Available	Age-Related Macular Degeneration|Geographic Atrophy	Biological: Human Central Nervous System Stem Cells	StemCells, Inc.	Both	Adult|Senior		8	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	CL-N02-AMD	May 12, 2014	April 2014	June 2019	May 18, 2015	May 2015	No Study Results Posted	null	June 2019	Frequency and types of serious adverse events|Frequency and types of adverse events	https://ClinicalTrials.gov/show/NCT02137915
71	NCT02257632	Systemic VEGF Protein Dynamics Following Intravitreal Injections of Ranibizumab Versus Aflibercept in Patients With Neovascular Age-related Macular Degeneration	Recruiting	No Results Available	Age-Related Macular Degeneration	Drug: Ranibizumab|Drug: Aflibercept	Novartis Pharmaceuticals|Novartis	Both	Adult|Senior	Phase 4	40	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	CRFB002ADE27	October 2, 2014	April 2015	May 2016	June 2, 2015	June 2015	No Study Results Posted	TIDE AMD	May 2016	Systemic VEGF-A protein levels|Systemic VEGF-A levels	https://ClinicalTrials.gov/show/NCT02257632
72	NCT02484690	AVENUE: A Proof-of-Concept Study of RG7716 in Participants With Choroidal Neovascularization (CNV) Secondary to Age-Related Macular Degeneration (AMD)	Recruiting	No Results Available	Macular Degeneration, Choroidal Neovascularization	Drug: RG7716|Drug: Ranibizumab	Hoffmann-La Roche	Both	Adult|Senior	Phase 2	271	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	BP29647	June 12, 2015	August 2015	April 2017	September 9, 2015	September 2015	No Study Results Posted	null	April 2017	Change from Baseline in BCVA letter score|Percentage of participants gaining at least 15 letters from Baseline in BCVA letter score|Percentage of participants with BCVA letter score 20/40 or better|Percentage of participants with BCVA letter score 20/200 or worse|Change from Baseline in foveal center point thickness|Change from Baseline in central subfield thickness|Percentage of participants with no intraretinal fluid, subretinal fluid, cysts, or pigment epithelial detachment|Change from Baseline in total area of CNV|Change from Baseline in total area of CNV component|Change from Baseline in total area of leakage|Incidence of adverse events|Clearance of RG7716|Volume of distribution of RG7716	https://ClinicalTrials.gov/show/NCT02484690
73	NCT02127463	Phase II/III Study of the Efficacy and Safety of MacuCLEAR MC-1101 in Treating DryAge-Related Macular Degeneration	Recruiting	No Results Available	Non-Exudative Age Related Macular Degeneration	Drug: MC-1101|Drug: MC-1101 Vehicle	MacuCLEAR, Inc.	Both	Adult|Senior	Phase 2|Phase 3	60	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	MC-1101-003	April 25, 2014	April 2014	April 2016	April 29, 2014	April 2014	No Study Results Posted	McCP2/3	April 2016	Visual Function|Safety and tolerability (incidence and severity of adverse events, ocular irritability, ocular hyperemia)	https://ClinicalTrials.gov/show/NCT02127463
74	NCT02022540	Phase 1 Study of Topical Ocular PAN-90806 for Neovascular AMD	Recruiting	No Results Available	Age-Related Macular Degeneration (AMD)	Drug: PAN-90806 Ophthalmic Solution|Drug: Lucentis	PanOptica, Inc.	Both	Adult|Senior	Phase 1	50	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	PAN-01-101	December 20, 2013	February 2014	May 2016	October 19, 2015	October 2015	No Study Results Posted	null	March 2016	Safety	https://ClinicalTrials.gov/show/NCT02022540
75	NCT02098720	An Open, Single-center, Safety and Efficacy Study of Conbercept in Patients With Very Low Vision Secondary to Wet Age-related Macular Degeneration (wAMD)	Active, not recruiting	No Results Available	Very Low Vision Secondary to Wet Age-related Macular Degeneration	Drug: Conbercept	Chengdu Kanghong Biotech Co.,Ltd.	Both	Adult|Senior	Phase 2	30	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	KHSWKH902009	March 25, 2014	December 2011	null	July 21, 2014	July 2014	No Study Results Posted	LAMP	March 2014	percentage of patients with best corrected visual acuity (BCVA ) ≥19 letters gain|mean change in BCVA from baseline|change from baseline of macular area thickness and other anatomy results|safety of Conbercept therapy	https://ClinicalTrials.gov/show/NCT02098720
76	NCT02457026	Adjunctive Photodynamic Therapy + Aflibercept vs. Afilbercept Alone for PDA in NV AMD	Not yet recruiting	No Results Available	Neovascular Age-related Macular Degeneration	Drug: Aflibercept|Drug: Triamcinolone Acetonide|Drug: Verteporfin	Duke University|Bausch & Lomb Incorporated	Both	Adult|Senior		200	Other|Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	Pro00063930	May 21, 2015	July 2015	July 2018	May 28, 2015	May 2015	No Study Results Posted	null	July 2018	Percentage of individuals with resolution or major reduction in PDA|Percentage of individuals with sustained visual acuity|Average number of aflibercept injections|Frequency of case with progressive disease on therapy|Mean change in choroidal neovascularization lesion size by fluorescein angiography from baseline|Mean change in central foveal thickness by SD-OCT|Mean change in best-corrected ETDRS visual acuity from baseline|Percentage of participants with 2-line ETDRS visual acuity gain|Percentage of participants with 2-line ETDRS visual acuity loss	https://ClinicalTrials.gov/show/NCT02457026
77	NCT02279537	Real Life of Aflibercept In FraNce: oBservatiOnnal Study in Wet AMD	Active, not recruiting	No Results Available	Wet Macular Degeneration	Drug: Aflibercept (Eylea, VEGF Trap-Eye, BAY86-5321)	Bayer	Both	Adult|Senior		600	Industry	Observational	Observational Model: Cohort	17374|EY1411FR	October 29, 2014	October 2014	April 2019	September 28, 2015	September 2015	No Study Results Posted	RAINBOW	April 2019	Change in the measurement of best-corrected visual acuity (BCVA) from baseline to 12 months.|Change in Best Corrected Visual Acuity (BCVA) during the second year and until the fourth year of treatment versus the initial visit|Percentage of patients who experienced a gain in BCVA, from initial visit to each follow-up visit (letter score of ≥ 0 letters, ≥ 5 letters, ≥ 10 letters, ≥ 15 letters)|Percentage of patients losing fewer than 15 letters from the initial visit visual acuity at each follow-up visit	https://ClinicalTrials.gov/show/NCT02279537
78	NCT02510885	SD-OCT Angiography	Recruiting	No Results Available	Neovascular Age-related Macular Degeneration|Age-related Macular Degeneration|Diabetic Retinopathy|Retinal Vein Occlusion|Diabetic Macular Edema	Device: AngioVue SD-OCT	Duke University|Optovue	Both	Adult|Senior		100	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: Open Label	Pro00063777	July 28, 2015	July 2015	December 2016	July 28, 2015	July 2015	No Study Results Posted	null	December 2015	Image Quality	https://ClinicalTrials.gov/show/NCT02510885
79	NCT02228304	Study of the Intravitreal Implantation of NT-503-3 Encapsulated Cell Technology (ECT) for the Treatment of Recurrent Choroidal Neovascularization (CNV) Secondary to Age-related Macular Degeneration (AMD)	Recruiting	No Results Available	Macular Degeneration	Drug: NT-503-3 ECT implantation|Drug: Eylea® injected intravitreally administered every 8 weeks	Neurotech Pharmaceuticals	Both	Adult|Senior	Phase 1|Phase 2	170	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Outcomes Assessor)	NT-503-3-AMD-001	August 27, 2014	September 2014	March 2018	August 27, 2015	August 2015	No Study Results Posted	null	December 2017	Percentage of patients with less than a 3-line loss of BCVA in ETDRS letters|Change from baseline in best corrected visual acuity (BCVA)|Change from baseline in macular thickness as determined by Spectral Domain Optical Coherence Tomography (sdOCT)|Mean (median) number of Eylea® injections and number of patients requiring Eylea® injections for rescue therapy	https://ClinicalTrials.gov/show/NCT02228304
80	NCT01810042	Indocyanine Angiographic Changes of Choroidal Neovascularization by Ranibizumab	Completed	Has Results	Exudative Age-related Macular Degeneration	Drug: ranibizumab	Pusan National University Hospital|Novartis	Both	Adult|Senior	Phase 4	49	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	임상20120178	March 11, 2013	October 2010	February 2013	March 9, 2014	March 2014	January 27, 2014	null	February 2013	Caliber of Choroidal New Vessel (CNV)|Lesion Size of CNV|Visual Acuity|Visual Acuity Changes	https://ClinicalTrials.gov/show/NCT01810042
81	NCT02367365	Neovascular Morphology and Persistent Disease Activity Among Patients With NV AMD	Recruiting	No Results Available	Neovascular Age-Related Macular Degeneration	Other: No Intervention|Other: No Intervention	Duke University|Bausch & Lomb Incorporated	Both	Adult|Senior		200	Other|Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	Pro00055232	February 13, 2015	December 2014	December 2015	February 13, 2015	February 2015	No Study Results Posted	null	December 2015	Frequency of ICG neovascular subtypes|Percentage of each neovascular subtype exhibiting persistent disease activity	https://ClinicalTrials.gov/show/NCT02367365
82	NCT02321839	Evaluation of the Usefulness of a Treat and Extend Regimen Using Ranibizumab for Neovascular AMD.	Recruiting	No Results Available	Neovascular Age-related Macular Degeneration	Drug: Intraviteal Ranibizumab 0.5mg	Nagoya City University|Novartis	Both	Adult|Senior	Phase 4	100	Other|Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	TAENCU001	December 17, 2014	January 2014	December 2018	October 5, 2015	October 2015	No Study Results Posted	null	March 2018	Visual acuity|central foveal thickness	https://ClinicalTrials.gov/show/NCT02321839
83	NCT01796964	Efficacy and Safety Study of ESBA1008 Versus EYLEA®	Completed	No Results Available	Exudative Age-Related Macular Degeneration	Drug: ESBA1008 solution|Drug: Aflibercept	Alcon Research	Both	Adult|Senior	Phase 2	173	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	C-12-006	February 20, 2013	March 2013	August 2014	September 9, 2014	September 2014	No Study Results Posted	null	October 2013	Change from Baseline in Visual Acuity at Week 12|Change from Baseline in Visual Acuity at Week 16|Change from Baseline in Visual Acuity, Up to Week 56|Change from Baseline in Central Subfield (CSF) Thickness by Visit	https://ClinicalTrials.gov/show/NCT01796964
84	NCT01849692	ESBA1008 Microvolume Study	Completed	No Results Available	Exudative Age-Related Macular Degeneration	Drug: ESBA1008 solution|Drug: Ranibizumab	Alcon Research	Both	Adult|Senior	Phase 2	107	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	C-13-001	May 6, 2013	June 2013	January 2015	February 11, 2015	February 2015	No Study Results Posted	null	January 2015	Response based upon central subfield thickness (CSFT) and best-corrected visual acuity (BCVA) outcomes at Day 14 and Day 28|Change from baseline in Best Corrected Visual Acuity (BCVA)|Change from baseline in Central Subfield Thickness (CSFT)	https://ClinicalTrials.gov/show/NCT01849692
85	NCT02251366	NVAMD Satellite Study	Recruiting	No Results Available	Neovascular Age Related Macular Degeneration	Procedure: Physician-guided diagnostic	Johns Hopkins University	Both	Adult|Senior		200	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Health Services Research|Masking: Single Blind (Outcomes Assessor)	NA_00088759	September 9, 2014	October 2014	null	September 7, 2015	May 2015	No Study Results Posted	null	June 2016	Change in visual acuity from baseline|Change in OCT CSF from baseline|total encounter time for each arm	https://ClinicalTrials.gov/show/NCT02251366
86	NCT02121353	Safety Study of PF582 Versus Lucentis in Patients With Age Related Macular Degeneration	Active, not recruiting	No Results Available	Age Related Macular Degeneration (AMD)	Drug: Lucentis|Drug: PF582	Pfenex, Inc	Both	Adult|Senior	Phase 1|Phase 2	24	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	PF582-CLIN-001	April 17, 2014	November 2013	December 2015	February 27, 2015	February 2015	No Study Results Posted	null	December 2015	To evaluate the safety and tolerability of PF582|To demonstrate the biosimiliarity between PF582 and Lucentis based on PK|To demonstrate biosimilarity between PF582 and reference compound (Lucentis)	https://ClinicalTrials.gov/show/NCT02121353
87	NCT02118831	Systemic Pharmacokinetics Following Intravitreal Injections of Anti-VEGF	Completed	No Results Available	Age-related Macular Degeneration|Diabetic Macular Edema|Retinal Vein Occlusion	Drug: Aflibercept|Drug: Bevacizumab|Drug: Ranibizumab	California Retina Consultants	Both	Child|Adult|Senior	Phase 1|Phase 2	145	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Parallel Assignment|Primary Purpose: Basic Science|Masking: Open Label	ML28032	April 15, 2014	March 2012	April 2014	April 17, 2014	April 2014	No Study Results Posted	null	February 2014	Change in Serum Pharmacokinetics Following Treatment|Change in serum and plasma levels of free vascular endothelial growth factor	https://ClinicalTrials.gov/show/NCT02118831
88	NCT02218177	Intraocular Cytokines in Non-responders to Ranibizumab Treatment for Neovascular AMD	Recruiting	No Results Available	Age Related Macular Degeneration	Drug: Aflibercept|Drug: Ranibizumab|Procedure: Combination Photodynamic Therapy	University Health Network, Toronto	Both	Adult|Senior		30	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	VEGF wAMD cytokine study	August 13, 2014	August 2014	null	August 13, 2014	August 2014	No Study Results Posted	null	August 2016	Aqueous Humour Cytokine Levels|Demographic Data|Number of anti-VEGF injections before developing non-responder characteristics|History of Previous Treatment|Optical Coherence Tomography (OCT) results|Fluorescein Angiography Results and Indocyanine Green Angiography Results	https://ClinicalTrials.gov/show/NCT02218177
89	NCT01943396	Treatment of AMD With Rheohemapheresis /RHF/	Recruiting	No Results Available	Age Related Macular Degeneration	Procedure: rheohemapheresis	University Hospital Hradec Kralove	Both	Child|Adult|Senior	Phase 4	36	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	FNHK2013/01|IGA-NT14037-4/2013	June 20, 2013	September 2013	March 2016	May 29, 2014	May 2014	No Study Results Posted	TARHF	November 2015	Electroretinography|immunologic parameters changes	https://ClinicalTrials.gov/show/NCT01943396
90	NCT02173496	Colour Contrast Sensitivity for the Early Detection of Wet Age-related Macular Degereration (CEDAR)	Recruiting	No Results Available	Age Related Macular Degeneration	Other: Colour Contrast Sensitivity	Aston University|The Dunhill Medical Trust	Both	Adult|Senior		210	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	CEDAR001|14/WM/0035	March 20, 2014	October 2014	March 2017	January 13, 2015	January 2015	No Study Results Posted	CEDAR	March 2017	Capability of evaluated techniques detecting asymptomatic wet ARMD|Improve understanding of the disease process in wet ARMD	https://ClinicalTrials.gov/show/NCT02173496
91	NCT01799564	Micropulse Laser for Geographic Atrophy	Recruiting	No Results Available	Geographic Atrophy|Age-related Macular Degeneration	Procedure: Micropulse	Institut de la Macula y la Retina	Both	Adult|Senior	Phase 1	15	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Caregiver, Outcomes Assessor)	MPL4DRY	February 25, 2013	August 2012	June 2017	March 23, 2015	March 2015	No Study Results Posted	MPL4DRY	December 2016	Change in area of atrophy as measured with fundus autofluorescence	https://ClinicalTrials.gov/show/NCT01799564
92	NCT02248324	Association of Previously Verified Gene Polymorphisms With AMD in Turkish Population	Recruiting	No Results Available	Age-related Macular Degeneration		Kocatepe University|The Scientific and Technological Research Council of Turkey (TUBITAK)	Both	Adult|Senior		5000	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	0112S269	September 20, 2014	November 2012	November 2016	May 13, 2015	May 2015	No Study Results Posted	AMD-SNP	November 2015	rate of homozygous, heterozygous or wild type genotype and allels|Odds ratios for each genotyping in healthy elderly controls and patients with age related macular degeneration	https://ClinicalTrials.gov/show/NCT02248324
93	NCT02130024	A Comparison of Ranibizumab and Aflibercept for the Development of Geographic Atrophy in (Wet) AMD Patients	Recruiting	No Results Available	Age-Related Macular Degeneration	Drug: Ranibizumab|Drug: Aflibercept	Novartis Pharmaceuticals|Novartis	Both	Adult|Senior	Phase 4	278	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	CRFB002AAU17	March 27, 2014	April 2014	October 2017	June 3, 2015	June 2015	No Study Results Posted	RIVAL	October 2017	Proportion of patients with newly developed geographic atrophy as assessed by multimodal imaging|Number of injections|Mean change in Best Corrected Visual Acuity (BCVA) (logMAR)|Mean change in area of existing and newly developed geographic atrophy|Proportion of patients showing geographic atrophy|Mean change in central retinal thickness (CRT)|Proportion of patients showing no intraretinal fluid (IRF)|Proportion of patients showing greater than and equal to a 15 letters gain|Proportion of patients showing less than and equal to a 15 letters loss|Number of times a patient needed to return to monthly treatments|Change in Retinal Nerve Fibre Thickness|Plasma VEGF levels|Ocular and systemic adverse events|Ocular inflammation	https://ClinicalTrials.gov/show/NCT02130024
94	NCT01880788	Genetic Analysis of Chronic Central Serous Chorioretinopathy Masquerading as Neovascular AMD	Completed	No Results Available	Age Related Macular Degeneration|Choroidal Neovascularization|Central Serous Chorioretinopathy		Sequenom, Inc.|Vitreous -Retina- Macula Consultants of New York	Both	Adult|Senior		152	Industry|Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	SCMM-AMD-107	May 16, 2013	November 2012	August 2015	September 17, 2015	September 2015	No Study Results Posted	null	March 2015	Total genetic burden	https://ClinicalTrials.gov/show/NCT01880788
95	NCT02051998	Directional Spread in Geographic Atrophy	Recruiting	No Results Available	Nonexudative Age-related Macular Degeneration		University Hospital, Bonn	Both	Adult|Senior		130	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	FL 658/4-1	January 8, 2014	June 2013	null	December 2, 2014	December 2014	No Study Results Posted	DSGA	October 2016	Change of geographic atrophy size to baseline|Change in BCVA from baseline	https://ClinicalTrials.gov/show/NCT02051998
96	NCT02253030	OCT Angiography in Wet AMD	Recruiting	No Results Available	Neovascular (Wet) Age-related Macular Degeneration (AMD)	Device: Optical Coherence Tomography	Oregon Health and Science University	Both	Adult|Senior		145	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	IRB#000010535	September 25, 2014	September 2014	null	April 21, 2015	April 2015	No Study Results Posted	null	September 2017	Number of subjects with new blood vessel growth detected using OCT angiography|Number of subjects with reduced choroidal blood flow that develop wet AMD.	https://ClinicalTrials.gov/show/NCT02253030
97	NCT01840683	HELP Therapy for Dry AMD	Active, not recruiting	No Results Available	Non-exudative (Dry) Age-related Macular Degeneration (AMD)	Device: H.E.L.P. therapy (H.E.L.P. Plasmat Futura System)	B.Braun Avitum AG	Both	Adult|Senior		22	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	BA-I-H-1202	April 5, 2013	May 2013	January 2016	November 11, 2014	November 2014	No Study Results Posted	HELPuc	September 2015	To evaluate the effects of H.E.L.P. therapy on the best corrected visual acuity (BCVA) in patients with non-exudative (dry) AMD.|To evaluate the effects of H.E.L.P. therapy on the change in drusen area as assessed by colour photography.|To evaluate the effects of H.E.L.P. therapy in area of abnormal autofluorescence as assessed by Fundus Autofluorescence (FAF).|To evaluate the effects of H.E.L.P. therapy on overall visual functioning as assessed by the Visual Functioning Questionnaire (VFQ)-25 test.|To evaluate the safety of H.E.L.P. therapy by assessing laboratory tests and vital signs.|To evaluate the effects of H.E.L.P. on the integrity of the outer retinal bands as assessed by Optical Coherence Tomography (OCT)|To evaluate the effects of H.E.L.P. therapy on the best corrected visual acuity (BCVA).|To evaluate the effects of H.E.L.P. therapy on the AREDS severity scale as assessed by colour photography.|To evaluate the effects of H.E.L.P. therapy on the incidence and change in area of geographic hypo autofluorescence as assessed by fundus autofluorescence images.|To evaluate the effects of H.E.L.P. on the drusen volume as assessed by Optical Coherence Tomography (OCT)|To evaluate the safety of H.E.L.P. therapy by assessing adverse events (AEs).|To evaluate the safety of H.E.L.P. therapy by physical examination.	https://ClinicalTrials.gov/show/NCT01840683
